Source,Full Paragraph Text,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Detected Scales,claude3.7: Scale Explanations,claude3.7: Relationship Type,claude3.7: Summary,4o: Interaction Present,4o: Confidence,4o: Detected Scales,4o: Scale Explanations,4o: Relationship Type,4o: Summary,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Detected Scales,o4_mini: Scale Explanations,o4_mini: Relationship Type,o4_mini: Summary,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Detected Scales,gemini2.5: Scale Explanations,gemini2.5: Relationship Type,gemini2.5: Summary,Interaction Present Disagreement,Scale Disagreement
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_18.pdf,"We also made progress against our Unilever Sustainable Living Plan (USLP) commitment to improve opportunities for women with the Dove Self-Esteem project, which has already reached over 15 million people. The brand partnered with the World Association of Girl Guides and Girl Scouts to launch the ‘Free Being Me’ Girl Guides badge awarded to girls taking part in education on common body myths. Also working to improve livelihoods, Lifebuoy soap continues to drive the largest handwashing behavioural change programme in the world, having reached 257 million people in more than 16 countries between 2010 and 2014.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The Dove Self-Esteem project and Lifebuoy handwashing program operate at the local level, directly engaging with individuals and communities through educational initiatives.; Transnational / Cross-border: The programs are implemented across multiple countries (""more than 16 countries"") as part of Unilever's global Sustainable Living Plan, and involve partnership with international organizations like the World Association of Girl Guides and Girl Scouts.",Direct Causal Link,"[Transnational -> Local] Unilever's global corporate initiatives (USLP) directly cause local-level impacts through specific programs like the Dove Self-Esteem project and Lifebuoy handwashing program, which implement educational activities and behavioral change interventions at the community level across multiple countries.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The Dove Self-Esteem project and Lifebuoy soap initiatives are implemented at specific sites, such as schools or community centers, where education and handwashing programs are conducted.; Transnational / Cross-border: The initiatives have reached millions of people across multiple countries, indicating a transnational scale.",Causal Chain,[Local -> Transnational] Local educational and health initiatives by Unilever brands lead to widespread transnational impact by improving opportunities for women and promoting handwashing behavior across multiple countries.,Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The Dove Self-Esteem project and Lifebuoy's handwashing program are implemented at the community level, directly impacting individuals and local groups.; Transnational / Cross-border: The Lifebuoy program operates in more than 16 countries, indicating a broader, cross-border influence.",Causal Chain,[Local -> Transnational] The local initiatives of Dove and Lifebuoy contribute to broader transnational efforts in promoting health and self-esteem across multiple countries.,Yes,1.0,"Transnational / Cross-border, National","Transnational / Cross-border: The 'Lifebuoy soap' initiative is described as 'the largest handwashing behavioural change programme in the world' and operating across 'more than 16 countries', indicating a global, multi-country scope originating from a multinational entity (Unilever/Lifebuoy).; National: The program's reach and impact are explicitly stated to occur 'in more than 16 countries,' signifying effects observed within the boundaries of individual nations.",Direct Causal Link,[Transnational / Cross-border -> National] A transnational behavioural change program driven by Lifebuoy directly reached and influenced people within more than 16 countries.,No,"Local / Site-specific, National"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_19.pdf,"The underlying picture saw improved competitiveness though, with global market share gains in savoury, dressings and margarine, as well as strong performance in our Food Solutions business, which is focused on serving professional, out-of-home channels.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The 'out-of-home channels' (e.g., individual restaurants, catering services) represent specific sites or local entities.; National: The 'Food Solutions business' is described as having 'strong performance' and is a business unit likely aggregating performance across many local sites, implying operation at a national or sub-national level.",Direct Causal Link,"[Local -> National] The strong performance of the national Food Solutions business is directly attributed to its successful focus on serving local, site-specific out-of-home channels.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_19.pdf,"In savoury, Knorr continued to expand its presence in emerging markets accounting for 50% of sales, with the brand enjoying double-digit growth in South Asia, North Africa, the Middle East and Turkey. Also brands like Royco and Bango, catering to local market needs, registered good growth.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.8,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Brands like Royco and Bango, operating in 'emerging markets' alongside Knorr, represent strategies of large multinational corporations operating across multiple countries.; Local / Site-specific: The phrase 'local market needs' explicitly refers to specific, on-the-ground conditions within particular communities or regions where products are sold, and 'good growth' is realized at this level.",Bidirectional Link,"[Transnational <-> Local / Site-specific] Transnational brands (Royco and Bango) adapt their strategies by 'catering to' specific local market needs, which in turn influences (and is influenced by) their 'good growth' at the local level.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_20.pdf,"Our ice cream brands grew well in 2014, and ahead of our markets, helped by emerging countries, with strong growth in Brazil, Turkey, Indonesia, South Africa and the Philippines.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"National, Transnational / Cross-border","National: Refers to individual countries: Brazil, Turkey, Indonesia, South Africa, and the Philippines.; Transnational / Cross-border: Refers to 'Our ice cream brands' (a global entity operating across multiple countries) and the collective concept of 'emerging countries' (a classification of multiple nations).",Causal Chain,"[National -> Transnational / Cross-border -> Transnational / Cross-border] Strong growth within specific National countries (Brazil, Turkey, Indonesia, South Africa, and the Philippines) contributed to the overall performance of 'emerging countries,' which in turn helped the Transnational ice cream brands achieve significant growth.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_20.pdf,"North America is one of the largest geographies for ice cream where consumption is high, but the market is challenging with regional and local supermarket brands operating at low prices and low margins. Although profitable growth has been tough, our business has shown the best improvement in several years. We have premiumised the portfolio, aided by innovations such as Ben & Jerry’s Cores and Breyers Gelato. Towards the end of 2014 we announced the acquisition of Talenti Gelato & Sorbetto.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Sub-national / Regional, Local / Site-specific","Transnational / Cross-border: 'North America' represents a geographical region encompassing multiple countries.; Sub-national / Regional: 'Regional supermarket brands' indicates operations within regions or states of a country.; Local / Site-specific: 'Local supermarket brands' refers to operations specific to cities, neighborhoods, or highly localized areas.",Convergent Influence,"[Sub-national, Local -> Transnational] The operations of regional and local supermarket brands, operating at low prices and margins, collectively contribute to a challenging market environment within the broader North American ice cream market.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_20.pdf,"Europe witnessed poor summer weather but we managed to grow sales and market share in a flat market. The ‘25 Year’ celebration of Magnum drove growth while innovations included downsized packs to enter the snacks market, such as the €1 Cornetto, and a responsible approach to nutrition, with all children’s ice creams now 110 calories or less. Magnum also now has more than 70% of its cocoa sustainably sourced from Rainforest Alliance certified farmers.",No,0.9,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Magnum, as a major brand with implied operations across Europe (from previous context in the text not provided here) and global sourcing needs, represents a transnational entity.; Local / Site-specific: Rainforest Alliance certified farmers refer to individual farm locations, which are specific sites where cocoa is grown and sourced.",Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] A transnational brand's sourcing policy directly influences specific local farmers by purchasing their sustainably certified cocoa.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_20.pdf,Lipton intends to grow all its tea on Rainforest Alliance certified estates by 2015. Total beverages performance was lower than expected partly due to the low momentum of AdeS growth post the product recall in 2013.,No,0.9,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.95,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Lipton, as a global brand and part of a multinational corporation, operates across multiple countries, and its corporate 'intention' or policy spans these international operations.; Local / Site-specific: 'Estates' refer to specific, individual tea plantations or facilities where tea is grown.",Direct Causal Link,"[Transnational -> Local] Lipton, a transnational company, intends to implement a policy to grow all its tea on Rainforest Alliance certified estates, directly impacting practices at specific local production sites.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_21.pdf,"The Cleanipedia online platform, currently available in Argentina, Brazil, Indonesia, India, the UK, Russia and across the Gulf, leverages the years of experience of our household care brands, such as Cif, Domestos, Persil, Omo and Comfort, to provide advice and solutions for the specific cleaning and housekeeping needs of our consumers.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"National, Sub-national / Regional, Local / Site-specific","National: The Cleanipedia platform is stated as 'currently available in Argentina, Brazil, Indonesia, India, the UK, Russia', which are individual countries representing the national scale.; Sub-national / Regional: The platform's availability 'across the Gulf' refers to a specific geographic region spanning multiple countries, classifying it as sub-national/regional.; Local / Site-specific: The phrase 'specific cleaning and housekeeping needs of our consumers' refers to individual households or sites where consumers reside and perform cleaning, representing the local scale.",Direct Causal Link,"[National / Sub-national -> Local / Site-specific] The Cleanipedia online platform, available at national and sub-national levels, directly provides advice and solutions to consumers' specific cleaning and housekeeping needs at the local level.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_21.pdf,"The category has delivered strong top line performance consistently, with growth averaging 8.1% per annum over the last four years. Even in the tough operating conditions of 2014, it has had an underlying sales growth of 5.8%, well ahead of the market. The growth has been broad based, with our household care business continuing its strong performance, as we continued to expand our presence across markets. Laundry also grew strongly, with our biggest laundry brand Omo entering the Gulf markets in 2014.",Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The Gulf markets represent a specific regional market where the Omo brand entered in 2014.; Transnational / Cross-border: The text discusses a broader business category that operates across multiple markets internationally, with consistent growth across these markets.",Direct Causal Link,"[Transnational -> Local] The company's transnational business strategy directly influenced local markets, as evidenced by the expansion of their Omo laundry brand into the Gulf markets in 2014, which was part of their broader strategy to expand presence across markets.",No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_21.pdf,"Pureit, our water purification business, continued to make rapid strides, with an underlying sales growth of 20%. The acquisition of the Qinyuan business adds to our capabilities in this area, giving us greater scale and presence in China.",Yes,0.8,"Local / Site-specific, National","Local / Site-specific: Pureit is described as a specific water purification business, which represents a site-specific entity.; National: The acquisition of Qinyuan business is explicitly stated to give the company 'greater scale and presence in China', indicating a national-level expansion.",Direct Causal Link,"[Local -> National] The acquisition of the Qinyuan business (a specific business action) directly causes an expansion of presence at the national level in China, giving the company greater scale and market presence across the country.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The reference to the Qinyuan business acquisition indicates a specific operational focus in China, which is a local market context.; Transnational / Cross-border: The mention of expanding capabilities and presence in China suggests a strategic move that impacts operations across national borders.",Direct Causal Link,"[Local -> Transnational] The acquisition of Qinyuan enhances Pureit's local operations in China, directly influencing its transnational growth strategy.",No,1.0,N/A,N/A,N/A,N/A,Yes,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_21.pdf,"Eco-packs use less plastic, meaning up to 70% less plastic used and a 50-85% reduction in greenhouse gases per consumer use. Simultaneously, a reduction in plastic packaging delivers a significant cost saving, allowing us to pass on lower costs to our consumers and improve the category profitability. Overall, eco-packs have a significantly lower impact on the environment compared to traditional packaging.",No,0.95,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: 'Consumer use' implies actions taken by individuals or at specific consumption points, classifying the origin of the impact as local.; Transnational / Cross-border: The 'reduction in greenhouse gases' and the impact on the 'environment' refer to global atmospheric systems and the planetary ecosystem, which transcend national borders.",Direct Causal Link,"[Local -> Transnational] The local adoption and use of eco-packs by consumers directly causes a reduction in greenhouse gases, thereby positively impacting the transnational environment.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"Alleviating social problems, such as the lack of effective sanitation, safe drinking water and related hygiene issues, helps communities while increasing sales of brands like Domestos, Pureit and Lifebuoy.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The 'social problems' (sanitation, water, hygiene) and 'communities' are specific to local areas or groups of people.; Transnational / Cross-border: The 'brands like Domestos, Pureit and Lifebuoy' are products of large, often transnational corporations whose overall 'sales' are aggregated at a cross-border or global level.",Direct Causal Link,[Local -> Transnational / Cross-border] Alleviating local social problems in communities directly leads to increased sales for transnational brands.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"In June 2014 Unilever, along with fellow members of the Consumer Goods Forum, called on heads of state for a binding global climate change deal. In September 2014 we helped facilitate the New York Declaration on Forests at the UN Climate Summit where more than 170 governments, companies and NGOs pledged to cut forest loss by half by 2020, end it by 2030 and restore 350 million hectares of degraded land.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Unilever as a specific company represents a local/site-specific actor, along with other companies in the Consumer Goods Forum.; Transnational / Cross-border: The UN Climate Summit, global climate change deal, and New York Declaration on Forests with 170+ governments, companies and NGOs represent transnational scale actions.",Direct Causal Link,"[Local -> Transnational] Unilever and other companies in the Consumer Goods Forum directly influenced transnational climate policy by calling on heads of state for a binding global climate deal and helping facilitate the New York Declaration on Forests at the UN Climate Summit, which resulted in pledges from 170+ governments, companies and NGOs to reduce forest loss.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Unilever, as a specific company, represents a local scale entity.; Transnational / Cross-border: The New York Declaration on Forests involves multiple countries and international organizations, indicating a transnational scale.",Direct Causal Link,"[Local -> Transnational] Unilever, a local entity, influenced transnational policy by calling for a global climate change deal and facilitating the New York Declaration on Forests.",Yes,0.9,"Transnational / Cross-border, National","Transnational / Cross-border: The New York Declaration on Forests involves multiple countries and international organizations, indicating a transnational scale.; National: The call for a binding global climate change deal and the pledges made by governments within the declaration imply national-level commitments.",Convergent Influence,[Transnational -> National] The interaction shows how transnational initiatives influence national policies and commitments towards climate change and forest conservation.,Yes,1.0,"Transnational / Cross-border, National",Transnational / Cross-border: Unilever is a multinational corporation; the Consumer Goods Forum is an international industry network; the UN Climate Summit and the resulting global climate change deal and declaration are international initiatives involving multiple countries and global systems.; National: Heads of state and '170 governments' explicitly refer to the political leadership and bodies of individual countries.,Direct Causal Link,[Transnational -> National] Transnational corporations and organizations directly influenced national heads of state and governments through advocacy and facilitation to commit to global environmental agreements and pledges.,No,"Local / Site-specific, National"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"Also in the same month, Unilever and the World Resources Institute announced a partnership aimed at increasing transparency in agricultural commodity supply chains. This will enable Unilever and our suppliers to use the Global Forest Watch Commodities platform to monitor forest cover change around commodity supply areas and processing facilities such as palm oil mills.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific: The text mentions specific local sites - 'commodity supply areas and processing facilities such as palm oil mills' which represent specific production locations.; Transnational / Cross-border: Unilever is a multinational corporation and the World Resources Institute is a global organization. Their partnership to monitor forest cover change across supply chains operates at a transnational scale.,Direct Causal Link,"[Transnational -> Local] The partnership between Unilever and WRI at the transnational level directly enables monitoring of forest cover change at specific local sites (commodity supply areas and processing facilities like palm oil mills), creating a mechanism for transnational oversight of local environmental conditions.",Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The monitoring of forest cover change is specific to areas around commodity supply areas and processing facilities, such as palm oil mills.; Transnational / Cross-border: Unilever and the World Resources Institute operate across multiple countries, and the Global Forest Watch Commodities platform is used for monitoring on a global scale.",Direct Causal Link,"[Local -> Transnational] The partnership enables monitoring of forest cover change at local supply areas using a transnational platform, influencing global supply chain transparency.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The monitoring of forest cover change is focused on specific supply areas and processing facilities, such as palm oil mills, which are site-specific.; Transnational / Cross-border: Unilever operates in multiple countries, and the partnership with the World Resources Institute indicates a broader, transnational effort to improve supply chain transparency.",Causal Chain,"[Local -> Transnational] The partnership enables local monitoring of agricultural supply chains, which contributes to transnational efforts for sustainability.",Yes,1.0,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The partnership between Unilever (a multinational corporation) and the World Resources Institute (a global research organization), along with the Global Forest Watch Commodities platform, represents entities and tools operating across national borders.; Local / Site-specific: The 'commodity supply areas and processing facilities such as palm oil mills' refer to specific, individual geographical sites where forest cover change is monitored.",Direct Causal Link,"[Transnational -> Local / Site-specific] A partnership between transnational entities (Unilever, WRI) utilizing a transnational platform (Global Forest Watch Commodities) directly enables the monitoring of forest cover change at specific local processing facilities and supply areas.",No,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"Unilever’s work in moving from commitment to action in combating deforestation has been recognised. In November, we were ranked joint first for corporate action on tackling deforestation in our sector by CDP, formerly the Carbon Disclosure Project. The CDP report was produced on behalf of 240 investors, who together represent US $15 trillion in assets, and analysed the disclosures of 152 companies from around the world. It said: “Companies that regularly respond to CDP’s forests program are now identifying many more opportunities available to them, including securing their supply chain against the risks associated with deforestation and commodity sourcing. This in turn is helping to secure shareholder value.”",No,0.9,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Unilever's specific actions and commitments to combating deforestation are implemented at the company level.; Transnational / Cross-border: The CDP report involves 240 investors representing US $15 trillion in assets globally, indicating a transnational scale.",Direct Causal Link,"[Local -> Transnational] Unilever's local actions in combating deforestation are recognized by a transnational report, influencing global investor perceptions and securing shareholder value.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific: Unilever's actions to combat deforestation can be seen at the local level where specific supply chains and operations are affected.; Transnational / Cross-border: The CDP report involves companies from around the world and represents a collective action that spans multiple countries.,Causal Chain,[Local -> Transnational] Unilever's local actions against deforestation contribute to a broader transnational effort recognized by global investors and companies.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: CDP operates on a global scale, analyzing disclosures from '152 companies from around the world' and representing '240 investors' with '$15 trillion in assets,' indicating a cross-border, international scope.; Local / Site-specific: Individual 'companies' (e.g., Unilever, the 152 companies) and their specific internal actions like 'securing their supply chain' are considered site-specific or local at the corporate operational level.",Direct Causal Link,[Transnational -> Local] A transnational reporting program (CDP) directly causes local companies to identify opportunities for securing their supply chains against deforestation risks.,Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"On a global level Unilever is working hard to drive transparency in the palm oil supply chain. We now have visibility of about 1,800 crude palm oil mills, representing around two thirds of all mills in the global palm oil industry. We can also demonstrate traceability to a consumer product, which five years ago appeared unachievable. This represents a considerable breakthrough for Unilever and the food industry generally.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Unilever's operations are described at a 'global level' and managing a 'global palm oil industry' supply chain, indicating activities spanning multiple countries.; Local / Site-specific: The '1,800 crude palm oil mills' and 'consumer product' represent specific physical facilities or items at distinct locations.",Direct Causal Link,[Transnational -> Local] Unilever's global efforts to drive transparency in the palm oil supply chain lead to increased visibility and traceability concerning specific crude palm oil mills.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_25.pdf,"We want to build on our progress in Europe by repeating the achievement internationally. One of the next steps is our new processing plant in Sei Mangke, Indonesia. The plant is a significant investment to source palm oil from known and certified sources for our global use.",Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The processing plant in Sei Mangke, Indonesia is a specific facility in a specific location.; Transnational / Cross-border: The text mentions 'our progress in Europe' and sourcing palm oil 'for our global use', indicating a transnational operation.",Direct Causal Link,"[Local -> Transnational] The new processing plant in Sei Mangke, Indonesia (local scale) is being established to source certified palm oil for global use, directly contributing to the organization's transnational operations and building on their progress in Europe.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The processing plant in Sei Mangke, Indonesia represents a specific site where operations will take place.; Transnational / Cross-border: The initiative aims to impact global operations by sourcing palm oil for international use, indicating a broader transnational influence.",Causal Chain,"[Local -> Transnational] The establishment of a processing plant in Indonesia is intended to enhance global operations by sourcing certified palm oil, linking local actions to transnational outcomes.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The 'new processing plant in Sei Mangke, Indonesia' is identified as a specific facility at a particular site.; Transnational / Cross-border: The phrase 'global use' indicates the product from the plant is intended for distribution and consumption across multiple countries, extending beyond national borders.",Direct Causal Link,"[Local / Site-specific -> Transnational / Cross-border] A specific local processing plant is established to source palm oil for global use, indicating a direct contribution from the local site to a transnational supply.",Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,"In 2014 Unilever enhanced its Unilever Sustainable Living Plan (USLP) by introducing new pillars to its goal of enhancing livelihoods. These were: fairness in the workplace, where we will advance human rights across our operations and extended supply chain; opportunities for women, where we will empower 5 million women by 2020; and inclusive business, where we will have a positive impact on the lives of 5.5 million people by 2020.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Unilever's Sustainable Living Plan (USLP) is a company-wide initiative implemented globally across its multinational operations and supply chain, demonstrating a cross-border scope with large-scale targets (e.g., 'empower 5 million women').; Local / Site-specific: The plan's objectives (e.g., 'advance human rights across our operations and extended supply chain', 'positive impact on the lives of 5.5 million people') necessitate actions and effects at specific factories, communities, or sites where these operations and people are located.",Direct Causal Link,"[Transnational -> Local / Site-specific] Unilever's transnational Sustainable Living Plan directly causes impacts on human rights, women's empowerment, and livelihoods at its local operations and supply chain sites worldwide.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,This latter commitment includes improving livelihoods of smallholder farmers and links directly to our USLP goal of reducing our environmental impact through sustainable sourcing.,No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: The focus on improving livelihoods of smallholder farmers suggests actions at a local or site-specific level, such as individual farms or communities.; National: The USLP goal of reducing environmental impact through sustainable sourcing implies a broader, national-level policy or initiative.",Direct Causal Link,[Local -> National] Improving the livelihoods of smallholder farmers at the local level directly contributes to the national goal of reducing environmental impact through sustainable sourcing.,No,0.0,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,Around half of Unilever’s raw materials come from farms or forests so sustainable agriculture is a strategic priority.,No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Farms and forests are specific physical locations where raw materials are sourced.; Transnational / Cross-border: Unilever is a global corporation, and its 'strategic priority' represents a company-wide policy that applies across multiple countries and international supply chains.",Direct Causal Link,[Local -> Transnational] The fact that raw materials are sourced from local farms and forests directly causes sustainable agriculture to become a transnational strategic priority for Unilever.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,"Through our own supply chain, our suppliers and our NGO partners, we are providing help and training to 800,000 smallholders to enable them to adopt sustainable practices. This helps them to increase yields, increase profits, invest and become more competitive while Unilever benefits from better yields, sustainably produced crops and security of raw material supply. However, assessing the impact of our programmes on farmers’ livelihoods is a complex area and our challenge is to find a practical and cost-effective means to demonstrate this.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The 800,000 smallholder farmers represent local actors operating at specific sites/farms.; Transnational / Cross-border: Unilever is a multinational corporation operating across national boundaries with a global supply chain.",Bidirectional Link,"[Transnational -> Local -> Transnational] Unilever (transnational) provides training to smallholder farmers (local), enabling them to adopt sustainable practices that increase their yields and profits. This in turn benefits Unilever with better yields and security of raw material supply, creating a mutual benefit relationship.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The local scale is represented by the smallholders who are receiving help and training.; National: The national scale is represented by Unilever, a large company operating at a national level, benefiting from the improved practices of smallholders.",Direct Causal Link,[Local -> National] Training smallholders in sustainable practices directly benefits Unilever by ensuring better yields and a secure supply of raw materials.,Yes,0.85,"Local / Site-specific, National","Local / Site-specific: The 800,000 smallholders represent a specific group of farmers at a local level who are receiving training and support.; National: The impact of these practices and the supply chain benefits can influence agricultural practices and economic conditions at a national level.",Causal Chain,"[Local -> National] The training of smallholders leads to improved agricultural practices, which in turn enhances national agricultural productivity and economic stability.",Yes,1.0,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Unilever is a multinational corporation operating globally with 'our own supply chain' and 'NGO partners,' indicating operations and influence across multiple countries.; Local / Site-specific: Smallholders (800,000) refer to individual farmers or specific farming sites, representing a very localized scale of operation.",Bidirectional Link,"[Transnational <-> Local] A transnational corporation provides help and training to local smallholders, which in turn enables the corporation to benefit from better yields and sustainably produced raw materials from those local sites.",No,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,Our Unilever Sustainable Agriculture Code is used by our own suppliers to drive these improvements but it is also a benchmark for other companies and organisations encouraging broader change.,Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Unilever's suppliers represent specific business entities that operate at local/site-specific scales where agricultural practices are implemented.; Transnational / Cross-border: Unilever is a multinational corporation operating across national boundaries, and its Sustainable Agriculture Code appears to have influence beyond just its own supply chain to other companies and organizations globally.",Direct Causal Link,"[Local -> Transnational] Unilever's Sustainable Agriculture Code directly influences local suppliers to improve their practices, while simultaneously serving as a benchmark that encourages broader change across other companies and organizations at a transnational scale.",Yes,0.8,"Local / Site-specific, National",Local / Site-specific: The local scale is represented by the suppliers who implement the Unilever Sustainable Agriculture Code.; National: The national scale is represented by the broader change encouraged across companies and organizations within a country.,Direct Causal Link,"[Local -> National] The implementation of the Unilever Sustainable Agriculture Code by local suppliers serves as a benchmark, driving broader change at the national level among other companies and organizations.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The Unilever Sustainable Agriculture Code is applied by suppliers at a specific site or local level to implement sustainable practices.; National: The code serves as a benchmark for other companies and organizations, influencing practices at a national level.",Convergent Influence,[Local -> National] The Unilever Sustainable Agriculture Code drives local improvements while also influencing national practices through its role as a benchmark.,Yes,0.9,"Transnational / Cross-border, National, Local / Site-specific","Transnational / Cross-border: The Unilever Sustainable Agriculture Code is a corporate standard from a multinational company, implying a global scope and intent to be a transnational benchmark.; National: The phrase 'other companies and organisations' that are influenced by the code as a 'benchmark' would reasonably include national-level businesses, industry associations, and non-profits.; Local / Site-specific: 'Our own suppliers' and 'other companies and organisations' can encompass individual facilities, farms, or local entities that are directly affected by the code or whose practices are influenced by the benchmark, leading to 'broader change' at the site level.",Direct Causal Link,"[Transnational -> National, Local / Site-specific] The Unilever Sustainable Agriculture Code, originating at the transnational level, directly influences its suppliers and acts as a benchmark for other companies and organisations, thereby encouraging broader change at national and local levels.",No,"National, Transnational / Cross-border"
