Source,Full Paragraph Text,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Entities Summary,claude3.7: Relationship Type,claude3.7: Relationship Summary,claude3.7: Scales Crossed,claude3.7: Scale Chains,4o: Interaction Present,4o: Confidence,4o: Entities Summary,4o: Relationship Type,4o: Relationship Summary,4o: Scales Crossed,4o: Scale Chains,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Entities Summary,o4_mini: Relationship Type,o4_mini: Relationship Summary,o4_mini: Scales Crossed,o4_mini: Scale Chains,gemini2.0: Interaction Present,gemini2.0: Confidence,gemini2.0: Entities Summary,gemini2.0: Relationship Type,gemini2.0: Relationship Summary,gemini2.0: Scales Crossed,gemini2.0: Scale Chains,Disagreement
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"All participants interact with senior management, including our CEO, Paul Polman, and receive first-hand insights into business and leadership. They learn what it’s like to contribute to a business and build ideas.",Yes,0.9,[0] Participants (H:Individual|S:N/A|T:N/A) || [1] Senior management including CEO Paul Polman (H:Organizational|S:N/A|T:N/A),Direct Causal Link,Individual participants interact with organizational-level senior management to gain insights and learn about business and leadership.,Hierarchical,1 -> 0: Organizational -> Individual,Yes,0.9,"[0] Participants (H:Individual|S:N/A|T:Short-Term) || [1] Senior Management (H:Organizational|S:N/A|T:Short-Term) || [2] CEO, Paul Polman (H:Organizational|S:N/A|T:Short-Term)",Convergent Influence,Participants interact with senior management and CEO to gain insights.,Hierarchical,0 -> 1: Individual -> Organizational || 0 -> 2: Individual -> Organizational,Yes,0.9,[0] Participants interacting with senior management (H:Individual|S:N/A|T:Short-Term) || [1] Senior management including CEO Paul Polman (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,Participants gain insights from senior management.,Hierarchical,0 -> 1: Individual -> Organizational,Yes,0.9,"[0] Participants (H:Individual|S:N/A|T:Short-Term) || [1] Senior management, including our CEO, Paul Polman (H:Organizational|S:N/A|T:N/A)",Direct Causal Link,"Participants interact with senior management, and receive insights.",Hierarchical,0 -> 1: Individual -> Organizational,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,Future Leaders League started with teams from ten countries competing in 2013. In 2014 this was increased to teams from 22 countries.,Yes,0.8,[0] Future Leaders League in 2013 (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term) || [1] Future Leaders League in 2014 (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term),Direct Causal Link,"The Future Leaders League expanded from 10 countries in 2013 to 22 countries in 2014, showing growth in the competition's international reach while maintaining the same organizational structure.",Temporal,0 -> 1: Short-Term (2013) -> Short-Term (2014),Yes,0.8,[0] Future Leaders League teams from ten countries (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term) || [1] Future Leaders League teams from 22 countries (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term),Direct Causal Link,Increase in the number of participating countries from 2013 to 2014.,Temporal,0 -> 1: Short-Term -> Short-Term,No,,N/A,N/A,N/A,N/A,N/A,Yes,0.9,[0] Future Leaders League (H:Inter-Organizational|S:Transnational|T:Medium-Term) || [1] teams from ten countries (H:Organizational|S:National|T:Short-Term) || [2] teams from 22 countries (H:Organizational|S:National|T:Short-Term),Direct Causal Link,Inter-Organizational -> Organizational,"Hierarchical, Spatial, Temporal",0 -> 1: Inter-Organizational -> Organizational -> Short-Term,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"Critical to our success are leaders equipped to deliver our Vision and USLP. Our new leadership programme, UL2020, based at the Four Acres site, is designed to meet this need by developing leaders with the insight and imagination to anticipate the challenges and opportunities in the world of 2020.",Yes,0.8,[0] Leaders at Unilever (H:Individual|S:N/A|T:Medium-Term) || [1] Unilever (company with Vision and USLP) (H:Organizational|S:Transnational|T:Medium-Term) || [2] UL2020 leadership programme (H:Organizational|S:Local|T:Medium-Term) || [3] Future challenges and opportunities in 2020 (H:Environmental and Societal|S:Transnational|T:Long-Term),Causal Chain,"Unilever is developing leaders through the UL2020 programme to equip them with skills to address future societal challenges and opportunities, creating a chain from organizational initiative to individual development to eventual environmental/societal impact.",Hierarchical,1 -> 0: Organizational -> Individual -> Environmental and Societal || 2 -> 0: Organizational -> Individual -> Environmental and Societal || 0 -> 3: Individual -> Environmental and Societal,Yes,0.85,[0] Leaders equipped to deliver Vision and USLP (H:Individual|S:Local / Site-specific|T:Long-Term) || [1] UL2020 leadership programme (H:Organizational|S:Local / Site-specific|T:Short-Term),Direct Causal Link,UL2020 leadership programme -> Leaders equipped to deliver Vision and USLP,"Hierarchical, Temporal",1 -> 0: Organizational -> Individual -> Long-Term,Yes,0.9,[0] Leaders equipped to deliver Vision and USLP (H:Individual|S:Local / Site-specific|T:Medium-Term) || [1] Leadership programme UL2020 (H:Organizational|S:Local / Site-specific|T:Medium-Term) || [2] Challenges and opportunities in the world of 2020 (H:Environmental and Societal|S:N/A|T:Long-Term),Causal Chain,Individual -> Organizational -> Environmental and Societal,"Hierarchical, Temporal",1 -> 3: Individual -> Environmental and Societal -> Long-Term,Yes,0.9,[0] Leaders (H:Individual|S:N/A|T:Medium-Term) || [1] UL2020 programme (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,Programme develops leaders.,"Hierarchical, Temporal",1 -> 0: Organizational -> Individual -> Medium-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"Guided and supported by some of the world’s top thought leaders, UL2020 identifies some of Unilever’s most critical challenges and asks small, diverse leadership teams to create solutions. These projects, called Purpose to Impact Initiatives, are structured programmes that deliver individual and wider business development consistent with our commercial and social aims.",Yes,0.8,"[0] UL2020 (Unilever program) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] World's top thought leaders (H:Individual|S:Transnational / Cross-border|T:N/A) || [2] Small, diverse leadership teams (H:Individual|S:N/A|T:Short-Term) || [3] Purpose to Impact Initiatives (H:Organizational|S:N/A|T:Medium-Term)",Causal Chain,"Thought leaders guide UL2020 to identify challenges, which then directs leadership teams to create solutions through Purpose to Impact Initiatives, ultimately delivering both individual and business development aligned with commercial and social aims.",Hierarchical,1 -> 0: Individual -> Organizational -> Medium-Term || 0 -> 2: Organizational -> Individual -> Short-Term || 2 -> 3: Individual -> Organizational -> Medium-Term,Yes,0.85,"[0] World’s top thought leaders (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:N/A) || [1] UL2020 (H:Organizational|S:Transnational / Cross-border|T:N/A) || [2] Small, diverse leadership teams (H:Organizational|S:Transnational / Cross-border|T:N/A)",Causal Chain,Inter-Organizational -> Organizational -> Organizational,Hierarchical,0 -> 1: Inter-Organizational -> Organizational || 1 -> 2: Organizational -> Organizational,Yes,0.85,[0] Unilever's leadership teams (H:Organizational|S:N/A|T:Short-Term) || [1] Purpose to Impact Initiatives (H:Organizational|S:N/A|T:Medium-Term) || [2] business development (H:Organizational|S:N/A|T:Long-Term),Causal Chain,Unilever's leadership teams create Purpose to Impact Initiatives that lead to business development.,"Hierarchical, Temporal",0 -> 1: Organizational -> Organizational -> Medium-Term || 1 -> 2: Organizational -> Organizational -> Long-Term,Yes,0.9,[0] Thought Leaders (H:N/A|S:Transnational|T:N/A) || [1] UL2020 (H:Organizational|S:N/A|T:Medium-Term) || [2] Unilever (H:Organizational|S:Transnational|T:Long-Term) || [3] Leadership Teams (H:Organizational|S:N/A|T:Short-Term) || [4] Purpose to Impact Initiatives (H:Organizational|S:N/A|T:Short-Term),Causal Chain,Organizational -> Organizational,Temporal,1 -> 3: Medium-Term -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"Recent programmes have focused on topics such as the Muslim consumer opportunity, leveraging mobile for our business, and linking business development and job creation. UL2020 is unlocking groundbreaking ways of working and new leadership skills, while delivering results that help to define our future.",No,0.8,N/A,N/A,N/A,N/A,N/A,Yes,0.8,[0] Recent programmes (H:Organizational|S:N/A|T:Short-Term) || [1] UL2020 (H:Organizational|S:N/A|T:Medium-Term) || [2] Future results (H:Environmental and Societal|S:N/A|T:Long-Term),Causal Chain,Organizational -> Organizational -> Environmental and Societal,Temporal,0 -> 1: Short-Term -> Medium-Term || 1 -> 2: Organizational -> Long-Term,Yes,0.8,[0] Recent programmes focusing on the Muslim consumer opportunity (H:Organizational|S:N/A|T:Short-Term) || [1] UL2020 unlocking new leadership skills (H:Organizational|S:N/A|T:Medium-Term) || [2] Delivering results that help to define our future (H:Organizational|S:N/A|T:Long-Term),Causal Chain,Short-Term -> Organizational -> Medium-Term -> Organizational -> Long-Term,"Hierarchical, Temporal",0 -> 1: Organizational -> Organizational -> Medium-Term || 1 -> 2: Organizational -> Organizational -> Long-Term,Yes,0.9,[0] Recent programmes (H:Organizational|S:N/A|T:Short-Term) || [1] UL2020 (H:Organizational|S:N/A|T:Medium-Term) || [2] future (H:Environmental and Societal|S:National|T:Long-Term),Causal Chain,Recent programmes -> UL2020 -> Future,Temporal,1 -> 2: Short-Term -> Medium-Term || 2 -> 3: Organizational -> National -> Long-Term,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"Every year, our people nominate ‘Unilever heroes’ for work that brings our Purpose to life. Anila Gopal, Global Social Mission Manager for Lifebuoy, based in India, is a Unilever hero. She is helping to run the world’s largest handwashing behaviour change programme that demonstrates how using soap could help save children from deadly, but preventable, diseases.",Yes,0.85,[0] Anila Gopal (Global Social Mission Manager for Lifebuoy) (H:Individual|S:Local / Site-specific|T:Medium-Term) || [1] Unilever (company with 'heroes' nomination program) (H:Organizational|S:Transnational / Cross-border|T:Long-Term) || [2] Handwashing behavior change programme (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Long-Term) || [3] Children affected by preventable diseases (H:Individual|S:Transnational / Cross-border|T:Short-Term),Causal Chain,An individual (Anila) works within an organizational context (Unilever/Lifebuoy) to implement a large-scale behavior change program that ultimately affects individuals (children) by preventing diseases.,Hierarchical,0 -> 2: Individual -> Inter-Organizational / Sector || 2 -> 3: Inter-Organizational / Sector -> Long-Term -> Individual,Yes,0.85,"[0] Anila Gopal, Global Social Mission Manager for Lifebuoy (H:Individual|S:Local / Site-specific|T:Short-Term) || [1] World’s largest handwashing behaviour change programme (H:Organizational|S:National|T:Long-Term) || [2] Children saved from deadly, but preventable, diseases (H:Environmental and Societal|S:National|T:Long-Term)",Causal Chain,Individual -> Organizational -> Environmental and Societal,"Hierarchical, Spatial, Temporal",0 -> 1: Individual -> Organizational -> Long-Term || 1 -> 2: Organizational -> Environmental and Societal,Yes,0.9,"[0] Anila Gopal, Global Social Mission Manager for Lifebuoy (H:Individual|S:Local|T:Short-Term) || [1] Unilever's handwashing behaviour change programme (H:Organizational|S:National|T:Long-Term)",Direct Causal Link,Anila Gopal influences the organizational programme through her role.,"Hierarchical, Spatial, Temporal",0 -> 1: Individual -> Organizational -> Long-Term,Yes,0.9,"[0] Anila Gopal, Global Social Mission Manager for Lifebuoy, based in India (H:Individual|S:National|T:Medium-Term) || [1] Lifebuoy (H:Organizational|S:National|T:Medium-Term) || [2] Children (affected by diseases) (H:Individual|S:N/A|T:Short-Term)",Causal Chain,Individual -> Organizational -> Individual,Hierarchical,1 -> 2: Individual -> Organizational || 2 -> 3: Organizational -> Individual -> Short-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"Key to this initiative has been delivering the Fit To Win programme. Activity has taken place throughout the business to make it leaner, more agile and more efficient with resources aligned behind the growth priorities.",Yes,0.8,[0] Fit To Win programme (H:Organizational|S:N/A|T:Medium-Term) || [1] Business activities throughout the organization (H:Organizational|S:N/A|T:Short-Term) || [2] Growth priorities (H:Organizational|S:N/A|T:Medium-Term),Direct Causal Link,"The Fit To Win programme has caused business-wide activities that make the organization leaner, more agile and efficient, with resources being aligned to support growth priorities.",Temporal,0 -> 1: Medium-Term -> Short-Term || 1 -> 2: Short-Term -> Medium-Term,Yes,0.85,[0] Fit To Win programme (H:Organizational|S:N/A|T:Short-Term) || [1] business (H:Organizational|S:N/A|T:Medium-Term),Direct Causal Link,Fit To Win programme -> business,Temporal,0 -> 1: Short-Term -> Medium-Term,Yes,0.8,[0] Fit To Win programme (H:Organizational|S:N/A|T:Short-Term) || [1] business activities (H:Organizational|S:N/A|T:Short-Term) || [2] growth priorities (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,The Fit To Win programme influences business activities to align resources with growth priorities.,Hierarchical,0 -> 1: Organizational -> Organizational -> Short-Term,Yes,0.9,[0] Fit To Win programme (H:Organizational|S:N/A|T:Short-Term) || [1] the business (H:Organizational|S:N/A|T:Long-Term),Direct Causal Link,Fit To Win programme -> the business,Temporal,0 -> 1: Short-Term -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"We continued the implementation of Project Half for Growth which is how we have been simplifying the organisation and our work processes. It follows the principle of half the time, half the process, double the speed.",No,0.9,N/A,N/A,N/A,N/A,N/A,Yes,0.8,[0] Project Half for Growth (H:Organizational|S:N/A|T:Short-Term) || [1] Simplifying the organisation (H:Organizational|S:N/A|T:Short-Term) || [2] Work processes (H:Organizational|S:N/A|T:Short-Term),Causal Chain,Project Half for Growth -> Simplifying the organisation -> Work processes,N/A,0 -> 1: Organizational -> Organizational -> Short-Term,Yes,0.8,[0] Project Half for Growth (H:Organizational|S:N/A|T:Medium-Term) || [1] the organization (H:Organizational|S:N/A|T:N/A),Direct Causal Link,Project Half for Growth simplifies the organization and work processes.,Hierarchical,0 -> 1: Organizational -> Organizational,Yes,0.9,[0] Project Half for Growth (H:Organizational|S:N/A|T:Long-Term) || [1] the organisation (H:Organizational|S:N/A|T:Long-Term),Direct Causal Link,Project Half for Growth -> the organisation,,0 -> 1: N/A,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"We identified key internal processes where time and effort could be reduced. A significant saving was the time spent on Performance & Development Planning assessments. By reducing and simplifying the number of steps involved, we saved an estimated 200,000 employee hours.",Yes,0.85,[0] Organization that identified and implemented process improvements (H:Organizational|S:N/A|T:Short-Term) || [1] Employees whose time was saved (H:Individual|S:N/A|T:Short-Term),Direct Causal Link,"An organization identified and simplified internal processes (specifically Performance & Development Planning assessments), which directly benefited individuals by saving them an estimated 200,000 hours of work time.",Hierarchical,0 -> 1: Organizational -> Individual,Yes,0.9,[0] Internal processes (H:Organizational|S:N/A|T:Short-Term) || [1] Performance & Development Planning assessments (H:Organizational|S:N/A|T:Short-Term) || [2] Employee hours saved (H:Individual|S:N/A|T:Short-Term),Causal Chain,Internal processes -> Performance & Development Planning assessments -> Employee hours saved,Hierarchical,0 -> 2: Organizational -> Individual -> Short-Term,Yes,0.9,[0] Employee hours saved (H:Individual|S:N/A|T:Short-Term) || [1] Performance & Development Planning assessments (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,Reducing steps in assessments leads to saving employee hours.,"Hierarchical, Temporal",1 -> 2: Individual -> Organizational -> Short-Term,Yes,0.9,[0] The organization's internal processes (H:Organizational|S:N/A|T:Medium-Term) || [1] The time spent on Performance & Development Planning assessments (H:Organizational|S:N/A|T:Short-Term) || [2] The employees (saving) (H:Individual|S:N/A|T:Short-Term),Causal Chain,Organizational -> Organizational -> Individual,Temporal,1 -> 2: Medium-Term -> Short-Term || 2 -> 3: Organizational -> Individual,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"Elsewhere, over 2013-14, there has been a 51% reduction in the number of internal reports prepared for leadership teams, releasing time to focus on more productive activity. We also simplified the GPS which we ask all employees to complete annually, enabling us to cut the time individuals spent completing the survey significantly.",Yes,0.8,[0] Leadership teams receiving internal reports (H:Organizational|S:N/A|T:Medium-Term) || [1] Reduction in internal reports (51%) (H:Organizational|S:N/A|T:Medium-Term) || [2] Employees completing GPS surveys (H:Individual|S:N/A|T:Short-Term) || [3] Simplification of GPS survey (H:Organizational|S:N/A|T:Medium-Term),Direct Causal Link,Organizational-level decisions (reducing reports and simplifying surveys) directly affected both leadership teams and individual employees by freeing up their time for other activities.,Hierarchical,1 -> 0: Organizational -> Organizational || 3 -> 2: Organizational -> Individual,Yes,0.85,[0] Internal reports prepared for leadership teams (H:Organizational|S:N/A|T:Short-Term) || [1] Leadership teams (H:Organizational|S:N/A|T:Short-Term) || [2] Employees completing GPS survey (H:Individual|S:N/A|T:Short-Term),Causal Chain,Reduction in internal reports -> Leadership teams focus on productive activity -> Simplified GPS survey for employees,Hierarchical,0 -> 1: Organizational -> Organizational -> Short-Term || 1 -> 2: Organizational -> Individual -> Short-Term,Yes,0.85,[0] Leadership teams receiving internal reports (H:Organizational|S:N/A|T:Short-Term) || [1] Employees completing the GPS survey (H:Individual|S:N/A|T:Short-Term),Direct Causal Link,The reduction in internal reports prepared for leadership teams allows employees to focus on completing the GPS survey more efficiently.,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term,Yes,0.9,[0] Leadership teams (H:Organizational|S:N/A|T:Short-Term) || [1] Internal reports (H:Organizational|S:N/A|T:Short-Term) || [2] Employees (H:Individual|S:N/A|T:Short-Term) || [3] GPS (employee survey) (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,The action of simplifying GPS by Organizational entity had a direct effect on time spent by Individual employees.,Hierarchical,3 -> 4: Individual -> Organizational,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"In 2013 we successfully ran the Winning Together Campaign to drive more inclusive and efficient ways of working among teams in the organisation. Building on that, in 2014 we launched a second campaign called Time Saving Idea to make simplification a habit and encouraged employees to try simple time-saving ideas. As a result more than 10,000 ideas were tried and rated by our employees.",Yes,0.9,[0] Organization running campaigns (H:Organizational|S:N/A|T:Medium-Term) || [1] Teams in the organization (H:Organizational|S:N/A|T:Short-Term) || [2] Individual employees (H:Individual|S:N/A|T:Short-Term),Causal Chain,"The organization launched campaigns that influenced teams' ways of working, which then prompted individual employees to generate and rate time-saving ideas.",Temporal,0 -> 1: Medium-Term -> Short-Term || 1 -> 2: Organizational -> Individual,Yes,0.9,[0] Winning Together Campaign (H:Organizational|S:N/A|T:Short-Term) || [1] Time Saving Idea Campaign (H:Organizational|S:N/A|T:Short-Term) || [2] Employees trying and rating ideas (H:Individual|S:N/A|T:Short-Term),Causal Chain,Winning Together Campaign -> Time Saving Idea Campaign -> Employees trying and rating ideas,Hierarchical,0 -> 2: Organizational -> Individual -> Short-Term,Yes,0.9,[0] Winning Together Campaign (H:Organizational|S:N/A|T:Short-Term) || [1] Time Saving Idea Campaign (H:Organizational|S:N/A|T:Medium-Term) || [2] Employees trying ideas (H:Individual|S:N/A|T:Short-Term),Causal Chain,Organizational initiatives lead to individual actions.,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Medium-Term,Yes,0.9,[0] Winning Together Campaign (H:Organizational|S:N/A|T:Short-Term) || [1] Time Saving Idea campaign (H:Organizational|S:N/A|T:Short-Term) || [2] employees (H:Individual|S:N/A|T:Short-Term),Causal Chain,Winning Together Campaign -> Time Saving Idea campaign -> employees,,1 -> 2: N/A || 2 -> 3: Organizational -> Individual,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"During 2013-14 we completed 30 Talent & Organisation assessments in 69 countries, across four categories and three functions, to identify global themes and risks that need addressing and the capabilities required.",No,0.9,N/A,N/A,N/A,N/A,N/A,Yes,0.85,[0] Talent & Organisation assessments (H:Organizational|S:Transnational / Cross-border|T:Short-Term) || [1] Global themes and risks (H:Environmental and Societal|S:Transnational / Cross-border|T:Medium-Term) || [2] Capabilities required (H:Organizational|S:Transnational / Cross-border|T:Medium-Term),Causal Chain,Short-Term -> Organizational -> Environmental and Societal,"Hierarchical, Temporal",0 -> 1: Organizational -> Environmental and Societal -> Medium-Term || 1 -> 2: Environmental and Societal -> Organizational,Yes,0.9,[0] Talent & Organisation assessments (H:Organizational|S:Transnational / Cross-border|T:Short-Term) || [1] global themes and risks (H:Environmental and Societal|S:N/A|T:Long-Term) || [2] capabilities required (H:Organizational|S:N/A|T:Medium-Term),Causal Chain,"Organizational assessments identify global themes and risks, which inform the capabilities required.","Hierarchical, Temporal, Spatial",0 -> 1: Organizational -> Environmental and Societal -> Long-Term || 1 -> 2: Environmental and Societal -> Organizational -> Medium-Term,Yes,0.9,[0] Talent & Organisation assessments (H:Organizational|S:Transnational|T:Short-Term) || [1] global themes and risks (H:Environmental and Societal|S:National|T:Long-Term),Direct Causal Link,Assessments influence themes and risks.,"Hierarchical, Temporal, Spatial",0 -> 1: Organizational -> Environmental and Societal -> Long-Term,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,Key issues include replenishing the talent pipeline as we promote people. We need new talent in the business and to accelerate their development. We need to improve mid-career attrition and female attrition. Improved maternity programmes have been introduced to address this latter issue.,Yes,0.8,[0] Organization with talent pipeline and promotion system (H:Organizational|S:N/A|T:Medium-Term) || [1] New talent being recruited (H:Individual|S:N/A|T:Short-Term) || [2] Improved maternity programmes (H:Organizational|S:N/A|T:Short-Term) || [3] Female employees experiencing attrition (H:Individual|S:N/A|T:Medium-Term),Direct Causal Link,"The organization has implemented improved maternity programmes specifically to address female employee attrition, creating a direct causal link between an organizational-level intervention and individual-level outcomes.",Hierarchical,2 -> 3: Organizational -> Individual,Yes,0.85,[0] Promoting people (H:Individual|S:N/A|T:Short-Term) || [1] Replenishing the talent pipeline (H:Organizational|S:N/A|T:Medium-Term) || [2] Improved maternity programmes (H:Organizational|S:N/A|T:Medium-Term) || [3] Female attrition (H:Individual|S:N/A|T:Medium-Term),Causal Chain,Promoting people -> Replenishing the talent pipeline -> Improved maternity programmes -> Female attrition,"Hierarchical, Temporal",0 -> 1: Individual -> Organizational -> Medium-Term || 2 -> 3: Organizational -> Individual -> Medium-Term,Yes,0.85,[0] Talent pipeline replenishment (H:Organizational|S:N/A|T:Short-Term) || [1] Mid-career attrition (H:Organizational|S:N/A|T:Short-Term) || [2] Improved maternity programmes (H:Organizational|S:N/A|T:Short-Term) || [3] Female attrition (H:Organizational|S:N/A|T:Short-Term),Causal Chain,Talent pipeline replenishment -> Improved maternity programmes -> Reduced female attrition,Hierarchical,0 -> 3: Organizational -> Organizational,Yes,0.9,[0] Organization (implementing maternity programs) (H:Organizational|S:N/A|T:Medium-Term) || [1] Female employees (H:Individual|S:N/A|T:Short-Term),Direct Causal Link,Improved maternity programs influencing female attrition,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,We also invested in building the capabilities of our people across the business.,No,0.9,N/A,N/A,N/A,N/A,N/A,No,0.8,N/A,N/A,N/A,N/A,N/A,Yes,0.8,[0] Capabilities of our people (H:Individual|S:N/A|T:Short-Term) || [1] Business (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,Investment in building capabilities of individuals directly influences the organizational capacity.,Hierarchical,0 -> 1: Individual -> Organizational,Yes,0.9,[0] We (H:Organizational|S:N/A|T:Short-Term) || [1] Our people (H:Individual|S:N/A|T:Long-Term),Direct Causal Link,Organizational investment -> Individual capability,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Long-Term,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"The Marketing Fit To Win programme put in place the DOIT approach which aims to drive greater interdependence and improved collaboration within the Marketing function. All our marketeers attended DOIT workshops to understand roles and relationships better. This is key to tackling barriers and achieving faster, brand-led growth.",Yes,0.85,[0] Marketing Fit To Win programme (H:Organizational|S:N/A|T:Medium-Term) || [1] DOIT approach (H:Organizational|S:N/A|T:Medium-Term) || [2] Marketing function (H:Organizational|S:N/A|T:N/A) || [3] Marketeers (H:Individual|S:N/A|T:Short-Term) || [4] Brand-led growth (H:Organizational|S:N/A|T:Medium-Term),Causal Chain,"The Marketing Fit To Win programme implemented the DOIT approach, which led to marketers attending workshops, ultimately aiming to achieve faster brand-led growth through improved collaboration.",Hierarchical,0 -> 1: Organizational -> Organizational || 1 -> 3: Organizational/Medium-Term -> Individual/Short-Term || 3 -> 4: Individual/Short-Term -> Organizational/Medium-Term,Yes,0.85,[0] Marketing Fit To Win programme (H:Organizational|S:N/A|T:N/A) || [1] DOIT approach (H:Organizational|S:N/A|T:N/A) || [2] marketeers (H:Individual|S:N/A|T:N/A),Causal Chain,Marketing Fit To Win programme -> DOIT approach -> marketeers,Hierarchical,0 -> 2: Organizational -> Individual,Yes,0.85,[0] Marketing Fit To Win programme (H:Organizational|S:N/A|T:Short-Term) || [1] DOIT approach (H:Organizational|S:N/A|T:Short-Term) || [2] Marketers attending workshops (H:Individual|S:N/A|T:Short-Term) || [3] Brand-led growth (H:Organizational|S:N/A|T:Medium-Term),Causal Chain,"Organizational initiatives lead to individual understanding, which contributes to organizational growth.","Hierarchical, Temporal",1 -> 4: Organizational -> Medium-Term,Yes,0.9,[0] Marketing Fit To Win programme (H:Organizational|S:N/A|T:Medium-Term) || [1] DOIT approach (H:Organizational|S:N/A|T:Short-Term) || [2] Marketeers (H:Individual|S:N/A|T:Short-Term) || [3] Brand-led growth (H:Organizational|S:N/A|T:Long-Term),Causal Chain,Organizational -> Individual -> Organizational,Temporal,1 -> 2: Medium-Term -> Short-Term || 2 -> 3: Organizational -> Individual || 3 -> 4: Individual -> Organizational -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"In the supply chain we have taken a broad approach to building capabilities for our employees. This includes a host of skills development programmes for blue and white collar employees. Training in core skills is mandatory across 130 roles. Skill assessments are completed every two years and the data is used to understand and address specific gaps across roles, capabilities and geographies.",Yes,0.85,[0] The organization implementing supply chain capabilities (H:Organizational|S:N/A|T:Medium-Term) || [1] Employees (blue and white collar) (H:Individual|S:N/A|T:Medium-Term) || [2] Skill assessments conducted every two years (H:Organizational|S:N/A|T:Medium-Term),Causal Chain,"The organization implements capability building programs that affect individual employees, then collects assessment data to identify gaps across roles and geographies, creating a structured process that spans organizational and individual scales.",Hierarchical,0 -> 1: Organizational -> Individual || 1 -> 2: Individual -> Organizational,Yes,0.85,[0] Supply chain capabilities building (H:Organizational|S:N/A|T:N/A) || [1] Skills development programmes for employees (H:Individual|S:N/A|T:Short-Term) || [2] Skill assessments and data usage (H:Organizational|S:N/A|T:Medium-Term),Causal Chain,Organizational -> Individual -> Organizational,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term || 1 -> 2: Individual -> Organizational -> Medium-Term,Yes,0.9,[0] Employees undergoing skills development programmes (H:Individual|S:N/A|T:Medium-Term) || [1] Supply chain organization implementing training (H:Organizational|S:N/A|T:Medium-Term) || [2] Skill assessments conducted every two years (H:Organizational|S:N/A|T:Short-Term),Causal Chain,"Individual employees are trained by the organizational supply chain, which conducts skill assessments.","Hierarchical, Temporal",1 -> 2: Individual -> Organizational -> Medium-Term || 2 -> 3: Organizational -> Organizational -> Short-Term,Yes,0.8,[0] Supply chain (organization) (H:Organizational|S:N/A|T:Medium-Term) || [1] Employees (H:Individual|S:N/A|T:Short-Term) || [2] Skill Assessments (Data) (H:Organizational|S:N/A|T:Short-Term),Direct Causal Link,Supply chain -> Employees,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term || 0 -> 2: N/A,No
