Index,Source,Paragraph,claude4: Topic,claude4: Structural Links,claude4: Temporal Links,claude4: Spatial Links,claude4: Notes,gpt5: Topic,gpt5: Structural Links,gpt5: Temporal Links,gpt5: Spatial Links,gpt5: Notes,4o: Topic,4o: Structural Links,4o: Temporal Links,4o: Spatial Links,4o: Notes,gemini2.5: Topic,gemini2.5: Structural Links,gemini2.5: Temporal Links,gemini2.5: Spatial Links,gemini2.5: Notes
345,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,In 2014 we published our Human Rights Policy Statement which contains over arching principles which are embedded into our policies and systems. A full version of the document can be read at www.unilever. com/humanrightspolicystatement.,Human Rights Policy Statement,N/A,N/A,N/A,"No interactions detected. The text only describes the publication of a policy document and its embedding into systems, without explicitly stating relationships between different levels within any dimension.",Unilever human rights policy,organizations -> organizations [Causal only] :: principles ... are embedded into our policies and systems,N/A,N/A,Only an organizational-level causal link is stated; no explicit temporal or spatial interactions.,Human Rights Policy Statement,individuals -> organizations [Causal only] :: principles are embedded into our policies and systems,N/A,N/A,"The text describes how overarching principles affect organizational policies, but no temporal or spatial interactions are mentioned.",Human Rights Policy Statement,organizations -> organizations [Causal only] :: principles which are embedded into our policies and systems,N/A,N/A,No temporal or spatial interactions detected.
346,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,We believe that business can only flourish in societies where human rights are protected and respected. We recognise that business has the responsibility to respect human rights and has the ability to contribute to a positive impact on human rights.,business and human rights,environment & society -> organizations [causal only] :: business can only flourish in societies where human rights are protected and respected | organizations -> environment & society [causal only] :: business has the responsibility to respect human rights and has the ability to contribute to a positive impact on human rights,N/A,N/A,"Two-way causal relationship between business organizations and society regarding human rights, but no reinforcing feedback explicitly stated.",Business and human rights,environment & society -> organizations [Causal only] :: business can only flourish in societies where human rights are protected and respected | organizations -> environment & society [Causal only] :: business has the ability to contribute to a positive impact on human rights,N/A,N/A,No temporal or spatial interactions detected.,business and human rights,organizations -> environment & society [Causal only] :: business has the ability to contribute to a positive impact on human rights,N/A,N/A,"The paragraph discusses the role of businesses in society, specifically regarding human rights.",Business and Human Rights,environment & society -> organizations [Causal only] :: business can only flourish in societies where human rights are protected and respected | organizations -> environment & society [Causal only] :: business has the responsibility to respect human rights and has the ability to contribute to a positive impact on human rights,N/A,N/A,"No temporal or spatial interactions detected. The two identified structural interactions describe a reciprocal relationship, suggesting a potential reinforcing feedback loop, though not explicitly stated as such in the text."
347,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,"This is an area of growing importance to our employees, shareholders, customers, consumers, the communities where we operate and civil society groups.",growing importance area,"individuals -> organizations [causal only] :: growing importance to our employees | organizations -> individuals [causal only] :: growing importance to shareholders, customers, consumers | organizations -> environment & society [causal only] :: growing importance to the communities where we operate and civil society groups",N/A,N/A,Text describes stakeholder relationships but doesn't specify interactions between temporal or spatial levels.,Growing importance to stakeholders,N/A,N/A,N/A,"No interactions detected; the sentence lists stakeholder groups but provides no explicit causal or feedback relationships across structural, temporal, or spatial levels.",stakeholder importance,"individuals -> organizations [causal only] :: importance to employees, shareholders, customers, consumers | organizations -> environment & society [causal only] :: importance to communities and civil society groups",N/A,N/A,Interactions are based on the importance of the area to different structural levels.,Growing importance to stakeholders,N/A,N/A,N/A,No interactions detected within the specified dimensions based on the provided text.
348,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,"There is therefore both a business and a moral case for ensuring that human rights are upheld across our operations and our value chain. In giving effect to our Human Rights Policy Statement, we continue to raise awareness, build capacity and engage with others to address root causes and provide remedies where needed.",human rights in business operations,"organizations -> inter-organizations [causal only] :: our operations and our value chain | organizations -> individuals [causal only] :: raise awareness, build capacity",N/A,N/A,"Text describes organizational actions affecting value chain partners and individuals through capacity building, but no explicit temporal or spatial interactions are mentioned.",Upholding human rights in operations,organizations -> inter-organizations [Causal only] :: human rights are upheld across our ... value chain | organizations -> inter-organizations [Causal only] :: engage with others to address root causes and provide remedies,N/A,N/A,Only inter-organizational causal links explicitly stated; no temporal or spatial references.,Human rights in business operations,individuals -> organizations [causal only] :: ensuring that human rights are upheld across our operations | organizations -> inter-organizations [causal only] :: engage with others to address root causes,N/A,N/A,"Interactions focus on structural dimension, no temporal or spatial interactions detected.",Human Rights Policy Implementation,"organizations -> inter-organizations [Causal only] :: human rights are upheld across our value chain | organizations -> individuals [Causal only] :: raise awareness, build capacity and provide remedies | organizations -> environment & society [Causal only] :: address root causes",mid-term -> long-term [Causal only] :: continue to ... engage with others to address root causes,N/A,No spatial interactions detected.
349,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,"In 2014 we strengthened the enhancing livelihoods ambition of the USLP. An integral part of this is our implementation of the UN Guiding Principle on Business and Human Rights and our public reporting on this. We also committed to enhancing access to training and skills for women and to advancing women’s rights. A key aspect of this has been our safety programme for women and girls, with the involvement of men and boys, which we have begun at our tea plantation in Kericho, Kenya, in response to reports of sexual harassment in 2013. The programme is being rolled out to other locations. More information on our progress on women’s rights is in the Society section on pages 22 to 24, with full details to be published in our Sustainable Living Report 2014 which will be found on www.unilever.com/sustainable-living in May 2015.",Unilever's enhanced livelihoods and women's rights program,"organizations -> individuals [causal only] :: committed to enhancing access to training and skills for women | organizations -> individuals [causal only] :: safety programme for women and girls, with the involvement of men and boys",N/A,local -> local [causal only] :: programme is being rolled out to other locations,The text shows organizational initiatives affecting individuals and local program expansion to other local sites.,USLP actions on women’s rights and safety,"environment & society -> organizations [Causal only] :: in response to reports of sexual harassment in 2013 | inter-organizations -> organizations [Causal only] :: implementation of the UN Guiding Principle on Business and Human Rights | organizations -> individuals [Causal only] :: safety programme for women and girls, with the involvement of men and boys | organizations -> environment & society [Causal only] :: our public reporting on this",short-term -> short-term [Causal only] :: in response to reports of sexual harassment in 2013 | short-term -> short-term [Causal only] :: Sustainable Living Report 2014 ... in May 2015,"local -> local [Causal only] :: begun at our tea plantation in Kericho, Kenya ... being rolled out to other locations",Interactions are explicitly derived from the text; no feedback loops stated.,USLP and women's rights initiatives,"organizations -> individuals [Causal only] :: implementation of the UN Guiding Principle on Business and Human Rights | organizations -> environment & society [Causal only] :: committed to enhancing access to training and skills for women and to advancing women’s rights | organizations -> individuals [Causal only] :: safety programme for women and girls, with the involvement of men and boys","short-term -> mid-term [Causal only] :: begun at our tea plantation in Kericho, Kenya, in response to reports of sexual harassment in 2013 | mid-term -> long-term [Causal only] :: programme is being rolled out to other locations","local -> regional [Causal only] :: begun at our tea plantation in Kericho, Kenya...programme is being rolled out to other locations","Interactions focus on organizational initiatives impacting individuals and society, with temporal and spatial expansion.",Unilever's Human Rights and Safety Program,organizations -> organizations [Causal only] :: we strengthened the enhancing livelihoods ambition of the USLP | organizations -> inter-organizations [Causal only] :: implementation of the UN Guiding Principle on Business and Human Rights | organizations -> individuals [Causal only] :: committed to enhancing access to training and skills for women | organizations -> environment & society [Causal only] :: committed to advancing women’s rights | organizations -> individuals [Causal only] :: our safety programme for women and girls | individuals -> individuals [Causal only] :: with the involvement of men and boys | environment & society -> organizations [Causal only] :: in response to reports of sexual harassment,short-term -> mid-term [Causal only] :: reports of sexual harassment in 2013 | mid-term -> short-term [Causal only] :: Sustainable Living Report 2014 which will be found ... in May 2015,"local -> regional (within nations) [Causal only] :: begun at our tea plantation in Kericho, Kenya, ... The programme is being rolled out to other locations.","Interactions identified across structural, temporal, and spatial dimensions."
350,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"This Strategic Report lays out how Unilever’s business works, the highlights of 2014 and the underlying importance of the Unilever Sustainable Living Plan (USLP), to ensure that our business will remain relevant to future generations of consumers and investors. The following pages reveal how this adds up to sustainable value for shareholders.",Unilever's sustainable business strategy,organizations -> individuals [causal only] :: ensure that our business will remain relevant to future generations of consumers and investors,"short-term -> long-term [causal only] :: highlights of 2014 and the underlying importance of the USLP, to ensure that our business will remain relevant to future generations",N/A,The text shows organizational strategy affecting future stakeholders and current performance influencing long-term relevance. No spatial interactions are explicitly mentioned.,Unilever Strategic Report 2014 and USLP,organizations -> individuals [Causal only] :: to ensure that our business will remain relevant to future generations of consumers and investors | organizations -> individuals [Causal only] :: adds up to sustainable value for shareholders,N/A,N/A,Only organization-to-individual effects are explicitly stated; no temporal or spatial interactions mentioned.,Unilever's business strategy and sustainability,organizations -> individuals [Causal only] :: Unilever’s business will remain relevant to future generations of consumers and investors. | organizations -> environment & society [Causal only] :: Unilever Sustainable Living Plan (USLP) ensures sustainable value.,short-term -> long-term [Causal only] :: The highlights of 2014 and the underlying importance of the USLP ensure future relevance.,N/A,No spatial interactions detected.,Unilever Strategic Report and USLP,"organizations -> individuals [Causal only] :: USLP, to ensure that our business will remain relevant to future generations of consumers and investors | organizations -> individuals [Causal only] :: adds up to sustainable value for shareholders",mid-term -> long-term [Causal only] :: to ensure that our business will remain relevant to future generations,N/A,No spatial interactions detected.
351,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"At Unilever we look to the future and what the consumer of tomorrow will need. This has inevitably drawn us to increase our business in emerging markets where population and consumption growth offer attractive opportunities. In 2014, 57% of our turnover was generated in emerging markets.",Unilever emerging markets strategy,individuals -> organizations [causal only] :: what the consumer of tomorrow will need... drawn us to increase our business,long-term -> short-term [causal only] :: look to the future... has inevitably drawn us to increase our business,N/A,Text shows consumer needs driving business strategy and future outlook influencing current business decisions. No explicit spatial-to-spatial interactions mentioned.,Unilever expansion into emerging markets,environment & society -> organizations [Causal only] :: population and consumption growth offer attractive opportunities ... drawn us to increase our business | individuals -> organizations [Causal only] :: what the consumer of tomorrow will need. This has ... drawn us to increase our business,N/A,N/A,Structural causal links detected; no explicit temporal or spatial interactions stated.,Unilever's market strategy,organizations -> environment & society [causal only] :: Unilever increases business in emerging markets due to population and consumption growth.,short-term -> long-term [causal only] :: Looking to the future and consumer needs leads to increased business in emerging markets.,local -> regional [causal only] :: Emerging markets offer opportunities due to population and consumption growth.,Interactions are based on Unilever's strategic focus on emerging markets.,Unilever's emerging markets strategy,individuals -> organizations [Causal only] :: what the consumer of tomorrow will need | environment & society -> organizations [Causal only] :: population and consumption growth offer attractive opportunities,N/A,N/A,No temporal or spatial interactions detected.
352,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,These markets also bring challenges. Performance can prove volatile as witnessed in 2014. Economies have slowed and exchange rates have weakened leading to a reduction in consumer spending.,emerging market volatility and economic challenges,environment & society -> individuals [causal only] :: exchange rates have weakened leading to a reduction in consumer spending,N/A,N/A,"The text shows a causal relationship from broader economic conditions (exchange rates, economic slowdown) affecting individual consumer behavior, but no explicit interactions within temporal or spatial dimensions.",Market volatility and consumer spending,environment & society -> individuals [Causal only] :: Economies have slowed and exchange rates have weakened leading to a reduction in consumer spending.,N/A,N/A,One structural causal link; no temporal or spatial interactions detected.,Market challenges and economic impact,economies -> exchange rates [causal only] :: Economies have slowed and exchange rates have weakened | exchange rates -> consumer spending [causal only] :: exchange rates have weakened leading to a reduction in consumer spending,short-term -> mid-term [causal only] :: Performance can prove volatile as witnessed in 2014,N/A,Interactions are primarily causal within structural and temporal dimensions.,Market challenges and economic slowdown,environment & society -> individuals [Causal only] :: Economies have slowed and exchange rates have weakened leading to a reduction in consumer spending.,N/A,N/A,No temporal or spatial interactions detected.
353,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"That said, over time emerging markets have delivered Unilever a source of remarkably consistent growth. Over the past five years, emerging markets have generated underlying sales growth averaging 9% a year.",Unilever emerging markets growth,environment & society -> organizations [causal only] :: emerging markets have delivered Unilever a source of remarkably consistent growth,"long-term -> mid-term [causal only] :: over time emerging markets have delivered consistent growth, with past five years averaging 9% a year",N/A,"The text shows emerging markets (broader environment) driving organizational growth over different time periods, but no explicit spatial-to-spatial interactions.",Unilever growth in emerging markets,environment & society -> organizations [Causal only] :: emerging markets have delivered Unilever a source of remarkably consistent growth,N/A,N/A,Only structural causal link stated; no explicit temporal or spatial interactions.,Unilever's growth in emerging markets,N/A,mid-term -> long-term [causal only] :: over time emerging markets have delivered Unilever a source of remarkably consistent growth,N/A,Temporal interaction detected between mid-term and long-term growth in emerging markets.,Unilever's growth in emerging markets,N/A,"mid-term -> long-term [Causal only] :: Over the past five years, emerging markets have generated underlying sales growth averaging 9% a year, contributing to remarkably consistent growth over time.",N/A,No structural or spatial interactions detected within their respective dimensions.
354,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"These markets are also among the most sensitive to environmental and social pressures brought about by growth in population and consumption and the activities of companies such as Unilever. That’s why our USLP goals are to improve health and well-being, reduce our environmental impact and enhance livelihoods through direct action and partnerships.",Unilever sustainability goals and market pressures,environment & society -> organizations [causal only] :: markets are sensitive to environmental and social pressures brought about by growth in population and consumption | organizations -> environment & society [causal only] :: activities of companies such as Unilever,N/A,N/A,"The text shows bidirectional causal relationships between organizational activities and environmental/social pressures, but no explicit temporal or spatial interactions.",Unilever USLP and environmental/social pressures,"environment & society -> environment & society [Causal only] :: environmental and social pressures brought about by growth in population and consumption | organizations -> environment & society [Causal only] :: pressures brought about by the activities of companies such as Unilever | organizations -> environment & society [Causal only] :: USLP goals are to improve health and well-being, reduce our environmental impact and enhance livelihoods | organizations -> inter-organizations [Causal only] :: enhance livelihoods through direct action and partnerships | inter-organizations -> environment & society [Causal only] :: enhance livelihoods through ... partnerships",N/A,N/A,Only structural causal links explicitly stated; no temporal or spatial interactions mentioned.,Market sensitivity to environmental and social pressures,individuals -> organizations [causal only] :: activities of companies such as Unilever | organizations -> environment & society [causal only] :: reduce our environmental impact and enhance livelihoods,N/A,N/A,Interactions focus on the impact of organizations on individuals and the environment.,Unilever's response to pressures,environment & society -> environment & society [Causal only] :: pressures brought about by growth in population and consumption,N/A,N/A,"One structural interaction detected, no temporal or spatial interactions."
355,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"Our efforts have been recognised and Unilever is No.1 in the Dow Jones Sustainability Index for Food, Beverage & Tobacco.",Unilever sustainability recognition,N/A,N/A,N/A,No interactions detected. The text only states a recognition/ranking outcome without describing relationships between different levels within any dimension.,Unilever DJSI ranking,inter-organizations -> organizations [None] :: Unilever is No.1 in the Dow Jones Sustainability Index,N/A,N/A,No explicit temporal or spatial interactions stated.,Unilever's recognition in sustainability,organizations -> inter-organizations [Causal only] :: Our efforts have been recognised and Unilever is No.1 in the Dow Jones Sustainability Index,N/A,N/A,No interactions detected in temporal and spatial dimensions.,Unilever's Sustainability Recognition,organizations -> inter-organizations [Causal only] :: Our efforts have been recognised and Unilever is No.1 in the Dow Jones Sustainability Index,N/A,N/A,No temporal or spatial interactions explicitly stated in the text.
356,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"Our long-term track record of delivery for shareholders continued during 2014 despite some significant challenges in the business environment. These included continued weak consumer demand in developed markets, slowing demand in emerging markets and currency devaluations in many countries. The resilience of our business and the broad nature of our brand portfolio and geographic reach enabled us to deliver a year of steady progress in slower markets.",business performance amid market challenges,"environment & society -> organizations [causal only] :: weak consumer demand in developed markets, slowing demand in emerging markets and currency devaluations",N/A,transnational -> regional (within nations) [causal only] :: currency devaluations in many countries,"The text shows environmental/market conditions affecting organizational performance, and transnational currency effects impacting regional markets.",Business performance in 2014,environment & society -> organizations [Causal only] :: significant challenges in the business environment | organizations -> individuals [Causal only] :: track record of delivery for shareholders continued during 2014,long-term -> short-term [Causal only] :: long-term track record of delivery ... continued during 2014,N/A,No spatial interactions detected; no explicit feedback loops.,business performance in 2014,environment & society -> organizations [causal only] :: challenges in the business environment affected delivery for shareholders | organizations -> environment & society [causal only] :: resilience of our business enabled steady progress in slower markets,long-term -> short-term [causal only] :: long-term track record of delivery continued during 2014,transnational -> regional [causal only] :: currency devaluations in many countries affected business,"Interactions are primarily causal, reflecting the impact of external challenges on organizational performance.",Business performance and market challenges,environment & society -> organizations [Causal only] :: significant challenges in the business environment... continued weak consumer demand... slowing demand... currency devaluations,long-term -> short-term [Causal only] :: long-term track record of delivery... continued during 2014,N/A,No spatial interactions detected.
357,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"In a lower growth environment we stepped up our cost savings initiatives. We accelerated Project Half for Growth which is simplifying the business and reducing costs, particularly in overheads. As a result we were able to continue to invest in sustained brand and marketing investment and deliver underlying sales growth ahead of our markets and a further improvement in core operating margin.",cost savings and growth strategy,organizations -> organizations [causal only] :: stepped up our cost savings initiatives,N/A,N/A,"The text describes organizational actions and outcomes but doesn't explicitly show interactions between different structural levels, temporal periods, or spatial scales. The main content focuses on internal organizational changes and their results.",Cost savings driving growth,environment & society -> organizations [Causal only] :: In a lower growth environment we stepped up our cost savings initiatives | organizations -> organizations [Causal only] :: We accelerated Project Half... As a result we were able to continue to invest and deliver... improvement in core operating margin,N/A,N/A,Only structural interactions explicitly stated; no temporal or spatial details provided.,Cost savings and growth initiatives,organizations -> individuals [Causal only] :: stepped up our cost savings initiatives | organizations -> organizations [Causal only] :: accelerated Project Half for Growth which is simplifying the business and reducing costs,short-term -> mid-term [Causal only] :: stepped up our cost savings initiatives...able to continue to invest,N/A,Interactions focus on organizational actions and their short to mid-term effects.,Cost savings and growth,"organization -> organization [Causal only] :: accelerated Project Half for Growth which is simplifying the business and reducing costs | organization -> organization [Causal only] :: reducing costs, particularly in overheads. As a result we were able to continue to invest | organization -> organization [Causal only] :: invest in sustained brand and marketing investment and deliver underlying sales growth | organization -> organization [Causal only] :: deliver underlying sales growth ahead of our markets and a further improvement in core operating margin",short-term -> long-term [Causal only] :: stepped up our cost savings initiatives... able to continue to invest in sustained brand and marketing investment | long-term -> mid-term [Causal only] :: invest in sustained brand and marketing investment and deliver underlying sales growth,N/A,No spatial interactions detected.
358,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,We took action to reshape our portfolio to ensure we have the right mix of brands to address growth opportunities today and in the future.,portfolio reshaping for growth,N/A,short-term -> long-term [causal only] :: action to reshape our portfolio to ensure we have the right mix of brands to address growth opportunities today and in the future,N/A,"The text shows a causal relationship from present actions to future outcomes, but no structural or spatial interactions are explicitly stated.",Portfolio reshaping for growth,N/A,short-term -> long-term [Causal only] :: address growth opportunities today and in the future,N/A,Temporal linkage is explicit; no structural or spatial interactions stated.,Portfolio reshaping for growth,N/A,short-term -> long-term [causal only] :: address growth opportunities today and in the future,N/A,Temporal interaction detected between short-term and long-term growth opportunities.,Portfolio reshaping for growth,N/A,short-term -> long-term [Causal only] :: to address growth opportunities today and in the future,N/A,No structural or spatial interactions detected.
359,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,In June 2014 we sold the Ragu and Bertolli pasta sauces business in North America for approximately US $2.15 billion to Mizkan Group. In Europe we disposed of our meat snacks business to Jack Link’s. We also sold our Royal pasta brand in the Philippines for US $48 million and our Slim. Fast business in the US.,business divestiture transactions,organizations -> organizations [causal only] :: sold the Ragu and Bertolli pasta sauces business to Mizkan Group | organizations -> organizations [causal only] :: disposed of our meat snacks business to Jack Link's | organizations -> organizations [causal only] :: sold our Royal pasta brand,N/A,N/A,Multiple organizational transactions described but no explicit interactions within temporal or spatial dimensions.,2014 brand and business divestments,organizations -> organizations [Causal only] :: sold the Ragu and Bertolli pasta sauces business in North America ... to Mizkan Group | organizations -> organizations [Causal only] :: disposed of our meat snacks business to Jack Link’s | organizations -> organizations [Causal only] :: sold our Royal pasta brand in the Philippines for US $48 million | organizations -> organizations [Causal only] :: sold ... our Slim. Fast business in the US,N/A,N/A,Inter-organizational sales are explicit; no temporal or cross-spatial interactions stated.,Business sales in 2014,organizations -> organizations [causal only] :: sold the Ragu and Bertolli pasta sauces business to Mizkan Group | organizations -> organizations [causal only] :: disposed of our meat snacks business to Jack Link’s | organizations -> organizations [causal only] :: sold our Royal pasta brand in the Philippines | organizations -> organizations [causal only] :: sold our Slim. Fast business in the US,N/A,local -> regional [causal only] :: sold the Ragu and Bertolli pasta sauces business in North America | local -> regional [causal only] :: disposed of our meat snacks business in Europe | local -> national [causal only] :: sold our Royal pasta brand in the Philippines | local -> national [causal only] :: sold our Slim. Fast business in the US,Interactions are primarily organizational sales and regional/national transactions.,Business divestitures,organizations -> organizations [Causal only] :: we sold the Ragu and Bertolli pasta sauces business ... to Mizkan Group | organizations -> organizations [Causal only] :: we disposed of our meat snacks business to Jack Link’s,N/A,N/A,No temporal or spatial interactions detected.
360,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"On the acquisition front, in March 2014 we bought a majority stake in the Qinyuan Group, a leading Chinese water purification business. Qinyuan generated sales of €163 million in the year to 31 December 2014.",Qinyuan Group acquisition,organizations -> organizations [causal only] :: we bought a majority stake in the Qinyuan Group,N/A,N/A,"One organizational acquisition mentioned with financial performance data, but no explicit interactions within temporal or spatial dimensions.",Acquisition of Qinyuan Group (2014),organizations -> inter-organizations [Causal only] :: we bought a majority stake in the Qinyuan Group,N/A,N/A,Only an explicit organizational acquisition is stated; no temporal or spatial interactions are described.,Acquisition of Qinyuan Group,individuals -> organizations [causal only] :: we bought a majority stake in the Qinyuan Group | organizations -> inter-organizations [causal only] :: Qinyuan generated sales of €163 million,N/A,N/A,No interactions detected in temporal and spatial dimensions.,Acquisition of Qinyuan Group,organizations -> organizations [Causal only] :: we bought a majority stake in the Qinyuan Group,N/A,N/A,No temporal or spatial interactions detected.
361,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"In December 2014 we bought Talenti Gelato & Sorbetto in the US. Founded in 2003, Talenti has grown into the best-selling packaged gelato in the US with products made from the finest ingredients, using artisanal methods. Talenti generated sales of more than US $126 million in the year to 31 December 2014. We also committed to acquire the skin cleansing brands Camay, globally, and Zest outside North America and the Caribbean. Our Mexican market position will be a particular beneficiary of these deals.",Unilever acquisitions and market expansion,"organizations -> inter-organizations [causal only] :: we bought Talenti Gelato & Sorbetto | organizations -> inter-organizations [causal only] :: committed to acquire the skin cleansing brands Camay, globally, and Zest",N/A,"national -> transnational [causal only] :: committed to acquire the skin cleansing brands Camay, globally",Text describes corporate acquisitions with limited cross-dimensional interactions explicitly stated.,Acquisitions and market impact,organizations -> organizations [Causal only] :: we bought Talenti Gelato & Sorbetto in the US | organizations -> organizations [Causal only] :: committed to acquire the skin cleansing brands Camay... and Zest | inter-organizations -> organizations [Causal only] :: Our Mexican market position will be a particular beneficiary of these deals,N/A,"transnational -> national [Causal only] :: Camay, globally, and Zest outside North America and the Caribbean... Our Mexican market position will be a particular beneficiary",Temporal: No interactions detected.,Acquisition of Talenti and skin cleansing brands,"individuals -> organizations [causal only] :: Founded in 2003, Talenti has grown into the best-selling packaged gelato | organizations -> environment & society [causal only] :: Talenti generated sales of more than US $126 million",short-term -> mid-term [causal only] :: In December 2014 we bought Talenti Gelato & Sorbetto,national -> regional [causal only] :: Our Mexican market position will be a particular beneficiary of these deals,Interactions are based on acquisitions and market impacts.,Acquisitions and market growth,"organizations -> organizations [Causal only] :: we bought Talenti Gelato & Sorbetto | organizations -> environment & society [Causal only] :: Talenti has grown into the best-selling packaged gelato | organizations -> environment & society [Causal only] :: Talenti generated sales of more than US $126 million | organizations -> organizations [Causal only] :: committed to acquire the skin cleansing brands Camay, globally, and Zest | inter-organizations -> organizations [Causal only] :: Our Mexican market position will be a particular beneficiary of these deals","mid-term -> mid-term [Causal only] :: Founded in 2003, Talenti has grown into the best-selling packaged gelato | short-term -> long-term [Causal only] :: Our Mexican market position will be a particular beneficiary of these deals.",transnational -> national [Causal only] :: Our Mexican market position will be a particular beneficiary of these deals.,Interactions detected within each specified dimension.
362,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"We are also taking action to make sure that we get the most out of our core business by making sharper choices within our existing category portfolio and addressing areas of under-performance. For example, we have set a clear target to double our core operating margin in Home Care over the coming years, as this is a category where profitability is relatively low. We also announced a new stand-alone business unit for European and North American spreads, whereturnover has been declining. The new unit, called Baking, Cooking and Spreading, will be fully in place by the middle of 2015. It will bring greater focus, address new growth opportunities, and has a clear objective to stabilise sales while maintaining strong cash delivery.",business restructuring and performance optimization,organizations -> organizations [causal only] :: announced a new stand-alone business unit for European and North American spreads,mid-term -> long-term [causal only] :: double our core operating margin in Home Care over the coming years | short-term -> mid-term [causal only] :: new unit will be fully in place by the middle of 2015,N/A,Text describes organizational restructuring with temporal planning but no explicit spatial-to-spatial interactions.,Portfolio focus and new business unit,"organizations -> organizations [Causal only] :: get the most out of our core business by making sharper choices within our existing category portfolio and addressing areas of under-performance | organizations -> organizations [Causal only] :: It will bring greater focus, address new growth opportunities, and has a clear objective to stabilise sales while maintaining strong cash delivery",N/A,N/A,Only organization-to-organization causal links stated; no explicit temporal or spatial interactions.,Business strategy and restructuring,individuals -> organizations [causal only] :: making sharper choices within our existing category portfolio | organizations -> inter-organizations [causal only] :: announced a new stand-alone business unit for European and North American spreads,short-term -> mid-term [causal only] :: new unit... will be fully in place by the middle of 2015 | mid-term -> long-term [causal only] :: clear target to double our core operating margin in Home Care over the coming years,regional -> national [causal only] :: new stand-alone business unit for European and North American spreads,Interactions focus on business restructuring and strategic goals across different time frames and regions.,Corporate strategy and new business unit,organizations -> organizations [Causal only] :: We also announced a new stand-alone business unit,past -> short-term [Causal only] :: turnover has been declining. We also announced a new stand-alone business unit | short-term -> mid-term [Causal only] :: The new unit... will be fully in place by the middle of 2015. It will... stabilise sales,N/A,No spatial interactions detected.
363,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"In March 2014 Unilever announced the issuance of our first ever green sustainability bond which raised £250 million. The fixed rate notes pay a coupon of 2% and are due for repayment in 2018. The proceeds are being deployed on projects which support the achievement of the goals of the USLP in reducing greenhouse gas emissions, water usage and production of waste.",Unilever green sustainability bond,"organizations -> environment & society [causal only] :: proceeds are being deployed on projects which support the achievement of the goals of the USLP in reducing greenhouse gas emissions, water usage and production of waste",short-term -> mid-term [causal only] :: notes pay a coupon of 2% and are due for repayment in 2018,N/A,Organization-to-environment causal relationship through sustainability projects; temporal progression from bond issuance to repayment timeline.,Unilever green sustainability bond (2014),"organizations -> environment & society [Causal only] :: proceeds are being deployed on projects which support the achievement of the goals... in reducing greenhouse gas emissions, water usage and production of waste",N/A,N/A,Only an organization-to-environment causal link is explicitly stated; no temporal or spatial interactions described.,Unilever's green sustainability bond,individuals -> organizations [Causal only] :: Unilever announced the issuance | organizations -> environment & society [Causal only] :: projects which support the achievement of the goals of the USLP,short-term -> mid-term [Causal only] :: due for repayment in 2018,N/A,"Interactions are primarily causal, linking Unilever's actions to environmental goals and financial timelines.",Unilever green bond issuance and impact,organizations -> organizations [Causal only] :: proceeds are being deployed on projects which support the achievement of the goals of the USLP,short-term -> short-term [Causal only] :: bond... due for repayment in 2018 | short-term -> long-term [Causal only] :: proceeds are being deployed on projects which support the achievement of the goals of the USLP,N/A,No spatial interactions detected.
